item_id,High_price,Low_price,Num,Open_price,date,volume,mean,p10,p50,p90,p99
btc-usd,3717.24,3704.14,105,3716.86,2020-01-01T00:00:00Z,25.18381499,7180.9418945312,7140.3129882812,7183.6171875,7218.5961914062,7291.625
