,time,low,high,open,close,volume
0,17:05:00,4003.63,4008.0,4005.49,4008.0,12.22453209
1,17:10:00,4007.99,4013.79,4008.0,4012.71,30.57969415
2,17:15:00,4012.24,4019.26,4012.69,4019.26,40.72640986
3,17:20:00,4014.06,4019.26,4019.26,4015.41,31.068606300000003
4,17:25:00,4010.71,4016.49,4015.39,4012.27,37.41209026
5,17:30:00,4010.79,4015.51,4012.22,4015.46,38.3701831
6,17:35:00,4013.91,4018.98,4015.01,4018.97,17.69996518
7,17:40:00,4017.58,4018.98,4018.9,4018.98,18.55925257
8,17:45:00,4015.0,4018.98,4018.97,4017.23,30.84621599
9,17:50:00,4012.34,4017.22,4017.22,4016.0,21.19488377
10,17:55:00,4016.0,4025.0,4016.0,4025.0,120.48969996
11,18:00:00,4020.77,4025.0,4025.0,4023.14,34.87541162
12,18:05:00,4020.5,4023.18,4023.14,4021.15,24.47624352
13,18:10:00,4017.5,4021.51,4021.15,4017.5,30.9528402
14,18:15:00,4015.88,4022.0,4017.01,4021.99,38.60715852
15,18:20:00,4019.65,4022.0,4022.0,4021.8,42.47672775
16,18:25:00,4018.5,4022.0,4021.81,4022.0,22.37337098
17,18:30:00,4022.0,4026.0,4022.0,4026.0,37.64479639
18,18:35:00,4024.5,4029.5,4026.0,4024.52,47.52147559
19,18:40:00,4023.37,4029.63,4024.52,4023.37,47.49258519
20,18:45:00,4020.92,4023.28,4023.28,4022.04,16.20607461
21,18:50:00,4020.92,4022.12,4022.05,4021.15,18.15057882
22,18:55:00,4021.12,4023.37,4021.14,4023.06,27.55614733
23,19:00:00,4023.05,4023.87,4023.06,4023.45,15.62447919
24,19:05:00,4019.37,4023.45,4023.45,4021.17,45.85823533
25,19:10:00,4017.0,4021.16,4021.16,4018.09,41.48567235
26,19:15:00,4015.9,4018.35,4018.09,4015.92,38.43175425
27,19:20:00,4015.91,4018.93,4015.93,4017.71,25.83259138
28,19:25:00,4015.5,4017.7,4017.7,4016.79,20.67230737
29,19:30:00,4016.55,4019.13,4016.82,4016.81,21.22226486
30,19:35:00,4013.6,4016.81,4016.81,4015.38,23.01409527
31,19:40:00,4012.75,4017.51,4015.38,4017.45,35.12926852
32,19:45:00,4017.12,4017.51,4017.45,4017.51,12.79857706
33,19:50:00,4017.5,4017.55,4017.51,4017.55,18.54911367
34,19:55:00,4017.54,4018.43,4017.55,4018.43,17.80713799
35,20:00:00,4018.44,4020.67,4018.44,4020.03,32.73378685
36,20:05:00,4020.02,4022.04,4020.03,4020.16,39.47986943
37,20:10:00,4018.75,4022.71,4020.16,4021.0,22.55133706
38,20:15:00,4020.99,4022.56,4020.99,4021.46,20.61693922
39,20:20:00,4019.9,4022.08,4021.46,4021.13,29.01092665
40,20:25:00,4021.12,4021.13,4021.12,4021.13,31.73910635
41,20:30:00,4021.13,4023.2,4021.13,4023.01,26.34541913
42,20:35:00,4022.78,4023.19,4023.01,4023.18,14.67819069
43,20:40:00,4021.0,4023.51,4023.19,4021.0,41.13362479
44,20:45:00,4015.4,4021.01,4021.01,4015.41,32.30023234
45,20:50:00,4015.3,4015.41,4015.41,4015.31,8.91376971
46,20:55:00,4013.0,4015.31,4015.31,4013.57,53.77218316
47,21:00:00,4013.56,4015.32,4013.58,4015.32,18.65671719
48,21:05:00,4015.53,4018.56,4015.54,4018.0,38.35232948
49,21:10:00,4017.99,4020.39,4018.0,4020.39,19.1050125
50,21:15:00,4019.61,4021.12,4020.39,4019.61,20.43448265
51,21:20:00,4015.51,4019.63,4019.62,4017.97,25.42108177
52,21:25:00,4017.96,4019.63,4017.97,4019.63,15.31540425
53,21:30:00,4018.84,4022.51,4019.62,4019.76,36.72444125
54,21:35:00,4017.19,4021.0,4019.78,4021.0,27.40334957
